Uber,Lyft,DoorDash,Instacart,Fiverr,Upwork,side hustle,gig,Herbalife,Primerica,Nu skin,USANA,Etsy,Shopify,Udemy,date,year,month
60.0,11.0,44.0,15.0,4.0,3.0,1.0,7.0,2.0,2.0,0.0,0.0,57.0,15.0,5.0,2025-01-31,2025,1
64.0,12.0,47.0,15.0,4.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,55.87301587301587,15.238095238095237,5.079365079365079,2025-02-28,2025,2
60.0,10.0,45.0,14.0,4.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,54.0,15.0,5.0,2025-03-31,2025,3
61.0,10.0,43.0,13.0,4.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,54.0,16.0,4.0,2025-04-30,2025,4
64.0,10.0,44.0,13.0,4.0,2.0,1.0,7.0,2.0,2.0,0.0,0.0,54.857142857142854,15.238095238095237,5.079365079365079,2025-05-31,2025,5
67.0,11.0,44.0,14.0,4.0,3.0,1.0,8.0,2.0,2.0,0.0,0.0,55.833333333333336,17.257575757575758,5.075757575757576,2025-06-30,2025,6
76.0,12.0,53.0,15.0,5.0,3.0,1.0,9.0,2.0,2.0,0.0,1.0,59.78666666666667,18.240000000000002,6.08,2025-07-31,2025,7
67.0,12.0,47.0,14.0,4.0,3.0,1.0,8.0,2.0,2.0,0.0,1.0,60.0,18.0,5.0,2025-08-31,2025,8
64.0,11.0,46.0,13.0,4.0,2.0,1.0,8.0,2.0,2.0,0.0,0.0,56.888888888888886,16.253968253968253,4.063492063492063,2025-09-30,2025,9
66.0,12.0,49.0,14.0,4.0,2.0,1.0,8.0,1.0,2.0,0.0,0.0,60.92307692307692,16.246153846153845,4.061538461538461,2025-10-31,2025,10
68.0,12.0,52.0,14.0,4.0,3.0,1.0,9.0,2.0,2.0,0.0,0.0,69.01492537313433,19.28358208955224,4.059701492537314,2025-11-30,2025,11
71.0,12.0,55.0,15.0,3.0,2.0,1.0,9.0,2.0,1.0,0.0,0.0,73.02857142857142,20.285714285714285,4.057142857142857,2025-12-31,2025,12
